Time,Irradiance,Outside Air Temp,Zone Air Temp,Panel Temp,Supply Pipe Temp,Tank Temp,Return Pipe Temp,Panel Heat Loss,Supply Pipe Heat Loss,Tank Heat Loss,Return Pipe Heat Loss,Flow Rate,Total Heat Loss
2022-07-14 04:15:00,0.0,19.3,21.111,19.049095158912333,19.036464354772068,32.72680333194959,19.036464354772058,-9027.528741691916,-53.035260338623594,28587.528696401838,-53.03526033862539,0.0,19453.929434032674
2022-07-14 04:20:00,0.0,19.5,21.111,19.184675316828965,19.110925048241146,32.68346803268003,19.11092504824114,-11345.34761446387,-78.29943209360238,28480.876657276123,-78.29943209360418,0.0,16978.930178625043
2022-07-14 04:25:00,0.0,19.700000000000003,21.111,19.339625531499834,19.20555192292661,32.640294405238855,19.205551922926603,-12966.233963658367,-99.50525845882744,28374.622506949076,-99.50525845882865,0.0,15209.378026373053
2022-07-14 04:30:00,0.0,19.9,21.111,19.508121524464634,19.31710555624369,32.59728184647388,19.317105556243682,-14099.74469129446,-117.30465739393809,28268.764761009348,-117.30465739393928,0.0,13934.410754927012
2022-07-14 04:35:00,0.0,20.1,21.111,19.686090288310616,19.442866894762798,32.55442975548312,19.442866894762794,-14892.426158631815,-132.2448251098644,28163.30194058351,-132.2448251098656,0.0,13006.386131731966
2022-07-14 04:40:00,0.0,20.3,21.111,19.87068350637549,19.580553663986088,32.51173753360639,19.580553663986084,-15446.760487668382,-144.78505819266132,28058.23257231544,-144.78505819266192,0.0,12321.901968261735
2022-07-14 04:45:00,0.0,20.5,21.111,20.059909307055158,19.72825020575589,32.469204584416936,19.728250205755888,-15834.4150008748,-155.31087348208695,27953.555188345643,-155.31087348208754,0.0,11808.518440506668
2022-07-14 04:50:00,0.0,20.700000000000003,21.111,20.25237474393335,19.8843485863287,32.4268303137131,19.884348586328695,-16105.507757967076,-164.14585978382487,27849.268326290807,-164.14585978382547,0.0,11415.468848756082
2022-07-14 04:55:00,15.0,20.9,21.111,20.507276246209504,20.04749916463563,32.38461412951002,20.04749916463563,-14130.157710468691,-171.56162576542062,27745.37052922338,-171.5616257654212,0.0,13272.089567223846
2022-07-14 05:00:00,23.0,21.1,21.111,20.77776066388558,20.2165691010792,32.342555442031376,20.2165691010792,-11594.136071133997,-177.78614985811745,27641.860345651177,-177.78614985811745,0.0,15692.151974800947
2022-07-14 05:05:00,32.0,21.4,21.111,21.093222286500662,20.40667117049621,32.30065366370113,20.40667117049621,-11037.828580430307,-199.90257116463093,27538.73632949713,-199.90257116463093,0.0,16101.102606737559
2022-07-14 05:10:00,42.0,21.700000000000003,21.111,21.444148528770988,20.61442684693626,32.25890820913532,20.61442684693626,-9205.507953180808,-218.46629035537288,27435.99704007908,-218.46629035537288,0.0,17793.556506187528
2022-07-14 05:15:00,53.0,21.9,21.111,21.793818630075606,20.820936679497866,32.2173184951339,20.820936679497866,-3820.3940771703524,-217.15621837491176,27333.64104208965,-217.15621837491176,0.0,23078.934528169473
2022-07-14 05:20:00,65.0,22.200000000000003,21.111,22.176690125483887,21.042464435215262,32.17588394067258,21.042464435215262,-838.6867357650741,-232.9483739343035,27231.666905576185,-232.9483739343035,0.0,25927.0834219425
2022-07-14 05:25:00,78.0,22.5,21.111,22.586791235104172,21.276597689102026,32.13460396689469,21.276597689102026,3122.739146974448,-246.20373460762727,27130.073205920795,-246.20373460762727,0.0,29760.40488367999
2022-07-14 05:30:00,91.0,22.8,21.111,23.015934432304533,21.52131153941678,32.09347799710312,21.52131153941678,7769.297258273983,-257.3298019718403,27028.858523820425,-257.3298019718403,0.0,34283.49617815072
2022-07-14 05:35:00,105.0,23.1,21.111,23.462405423118334,21.7749063573274,32.05250545675227,21.7749063573274,13039.307488701084,-266.6686180209668,26928.02144526704,-266.6686180209668,0.0,39433.99169792619
2022-07-14 05:40:00,119.0,23.4,21.111,23.920994006233943,22.035955536244572,32.01168577343999,22.035955536244572,18745.30736488579,-274.507280357305,26827.56056152789,-274.507280357305,0.0,45023.85336569907
2022-07-14 05:45:00,134.0,23.700000000000003,21.111,24.39206797702548,22.30326163451385,31.97101837689961,22.30326163451385,24900.53012416418,-281.08676826025913,26727.474469125795,-281.08676826025913,0.0,51065.83105676945
2022-07-14 05:50:00,149.0,23.9,21.111,24.84180470766835,22.559755924018422,31.930502698991962,22.559755924018422,33886.03037980481,-269.71756866325836,26627.761769819554,-269.71756866325836,0.0,59974.35701229784
2022-07-14 05:55:00,164.0,24.200000000000003,21.111,25.306688442023944,22.823238813874887,31.890138173697444,22.823238813874887,39818.52910912382,-277.0664585699793,26528.421070584416,-277.0664585699793,0.0,65792.81726256828
2022-07-14 06:00:00,179.0,24.5,21.111,25.78216470879765,23.092587680539754,31.849924237108116,23.092587680539754,46132.14599637622,-283.2348493191569,26429.45098359262,-283.2348493191569,0.0,71995.12728133053
2022-07-14 06:05:00,195.0,24.8,21.111,26.26905986543927,23.366860234664784,31.80986032741982,23.366860234664784,52856.61329222928,-288.4123720358536,26330.850126193982,-288.4123720358536,0.0,78610.63867435156
2022-07-14 06:10:00,211.0,25.200000000000003,21.111,26.794008890786397,23.66132919203156,31.769945884924333,23.66132919203156,57352.26555895234,-309.6499784895033,26232.61712089661,-309.6499784895033,0.0,82965.58272286995
2022-07-14 06:15:00,227.0,25.5,21.111,27.315501107608455,23.95668663612922,31.730180352001547,23.95668663612922,65321.53129633031,-310.58427017025184,26134.750595347654,-310.58427017025184,0.0,90835.11335133747
2022-07-14 06:20:00,244.0,25.8,21.111,27.838587294319776,24.25278984365525,31.690563173111673,24.25278984365525,73348.14789599665,-311.3684806066192,26037.249182314117,-311.3684806066192,0.0,98762.66011709753
2022-07-14 06:25:00,260.0,26.200000000000003,21.111,28.388845263041375,24.565582657032458,31.651093794787492,24.565582657032458,78754.41317737671,-328.918500612219,25940.111519663773,-328.918500612219,0.0,104036.68769581606
2022-07-14 06:30:00,276.0,26.5,21.111,28.928036412817217,24.876320479029186,31.61177166562661,24.876320479029186,87360.48458675746,-326.75756642597656,25843.33625034611,-326.75756642597656,0.0,112550.30570425162
2022-07-14 06:35:00,293.0,26.8,21.111,29.463499735273317,25.18533341604575,31.572596236283758,25.18533341604575,95832.42917687385,-324.94375691009236,25746.922022373416,-324.94375691009236,0.0,120929.46368542706
2022-07-14 06:40:00,309.0,27.1,21.111,29.992344761607587,25.492898547381447,31.533566959463126,25.492898547381447,104066.24819634839,-323.4213112100527,25650.867488801836,-323.4213112100527,0.0,129070.27306273012
2022-07-14 06:45:00,326.0,27.5,21.111,30.550641344559548,25.815312082485708,31.49468328991071,25.815312082485708,109761.74193858012,-339.0352079978664,25555.171307712615,-339.0352079978664,0.0,134638.842830297
2022-07-14 06:50:00,343.0,27.8,21.111,31.099465389975663,26.134125188185806,31.455944684406695,26.134125188185806,118714.40387957942,-335.2491624414118,25459.832142193292,-335.2491624414118,0.0,143503.7376968899
2022-07-14 06:55:00,359.0,28.1,21.111,31.63765377515288,26.44991622446976,31.417350601757864,26.44991622446976,127284.39592837055,-332.0712935819194,25364.84866031907,-332.0712935819194,0.0,151985.10200152578
2022-07-14 07:00:00,376.0,28.5,21.111,32.20248431249708,26.779234284833006,31.378900502790042,26.779234284833006,133214.98063503767,-346.29568841333486,25270.219535134183,-346.29568841333486,0.0,157792.60879334516
2022-07-14 07:05:00,393.0,28.700000000000003,21.111,32.72580918903015,27.08777915859916,31.340593850340564,27.08777915859916,144848.17433171268,-324.45156317694847,25175.943444633365,-324.45156317694847,0.0,169375.21464999212
2022-07-14 07:10:00,410.0,28.9,21.111,33.22010851925615,27.37888777550708,31.302430109250764,27.37888777550708,155437.0320466884,-306.11639939815666,25082.019071743383,-306.11639939815666,0.0,179906.81831963547
2022-07-14 07:15:00,426.0,29.1,21.111,33.69009846979292,27.655361032943052,31.2644087463585,27.655361032943052,165151.24093908316,-290.72653016983514,24988.44510430463,-290.72653016983514,0.0,189558.23298304813
2022-07-14 07:20:00,443.0,29.3,21.111,34.1470998668205,27.919549902243734,31.22652923049072,27.919549902243734,174398.12309673245,-277.8088340029308,24895.22023505279,-277.8088340029308,0.0,198737.72566377936
2022-07-14 07:25:00,459.0,29.5,21.111,34.591006799618185,28.173427703193298,31.188791032456013,28.173427703193298,183173.8678634895,-266.9661899372246,24802.343161600606,-266.9661899372246,0.0,207442.27864521564
2022-07-14 07:30:00,476.0,29.700000000000003,21.111,35.02976794159576,28.418650768606135,31.151193625037248,28.418650768606135,191764.46763931663,-257.8652690906123,24709.812586419634,-257.8652690906123,0.0,215958.54968755506
2022-07-14 07:35:00,492.0,30.0,21.111,35.490987647368414,28.67267300313889,31.11373648298418,28.67267300313889,197565.1350209446,-267.1180696339104,24617.62721682217,-267.1180696339104,0.0,221648.526098499
2022-07-14 07:40:00,508.0,30.200000000000003,21.111,35.93784450828253,28.91801730084528,31.076419083006133,28.91801730084528,206447.01787870665,-257.9927513808515,24525.785764943143,-257.9927513808515,0.0,230456.81814088806
2022-07-14 07:45:00,524.0,30.4,21.111,36.37465721111326,29.156077654184397,31.039240903764682,29.156077654184397,214967.51302712498,-250.33329132498466,24434.286947722157,-250.33329132498466,0.0,238901.13339219717
2022-07-14 07:50:00,540.0,30.6,21.111,36.80444587987567,29.388024129696674,31.002201425866364,29.388024129696674,223235.28419796107,-243.90421929478677,24343.129486885555,-243.90421929478677,0.0,247090.60524625707
2022-07-14 07:55:00,556.0,30.8,21.111,37.22932253369536,29.61483883865545,30.965300131855432,29.61483883865545,231326.3216083687,-238.50789019743428,24252.31210892855,-238.50789019743428,0.0,255101.61793690233
2022-07-14 08:00:00,548.0,31.0,21.111,37.55449127914854,29.837346129522874,30.92853650620662,29.837346129522874,235829.87938047774,-233.97840793465141,24161.833545097455,-233.97840793465141,0.0,259523.7561097059
2022-07-14 08:05:00,468.0,31.200000000000003,21.111,37.52111416980399,30.056237930398638,30.891910035317938,30.056237930398638,227432.99650995215,-230.17652535878622,24071.692531371944,-230.17652535878622,0.0,251044.33599060655
2022-07-14 08:10:00,351.0,31.3,21.111,37.058511311371866,30.2560313813802,30.855420207503506,30.2560313813802,207190.60719360012,-210.0935811774805,23981.887808447387,-210.0935811774805,0.0,230752.30783969257
2022-07-14 08:15:00,402.0,31.5,21.111,36.99972278139981,30.455858011650793,30.819066512986396,30.455858011650793,197879.4241880613,-210.12847098802595,23892.41812171728,-210.12847098802595,0.0,221351.58536780256
2022-07-14 08:20:00,456.0,31.700000000000003,21.111,37.23536192321558,30.655712491409147,30.782848443891517,30.655712491409147,199161.71661285617,-210.157756225299,23803.28222125569,-210.157756225299,0.0,222544.68332166126
2022-07-14 08:25:00,479.0,31.8,21.111,37.52247795072195,30.839526707845042,30.746765494238517,30.839526707845042,205894.13081826706,-193.29055488367007,23714.478861799806,-193.29055488367007,0.0,229222.02857029956
2022-07-14 08:30:00,628.0,32.0,21.111,34.88647365528143,35.40628400151366,31.279127925925675,31.4216245278217,103855.00643283696,685.4980040795558,25024.670318888508,-116.39523645433377,0.00063,129448.77951935069
2022-07-14 08:35:00,644.0,32.1,21.111,34.199557391398535,34.62337319959593,31.6506929881701,31.75303797252018,75541.8453207901,507.8165212008719,25939.125098806864,-69.82441194660326,0.00063,101918.96252885125
2022-07-14 08:40:00,487.0,32.300000000000004,21.111,33.80152440264425,34.104168165603895,31.910833838225496,32.005110025916885,54024.683790323885,363.08002386053585,26579.354948051125,-59.34516574872211,0.00063,80907.77359648683
2022-07-14 08:45:00,475.0,32.5,21.111,33.77944825145437,34.03319381799962,32.12902668518188,32.221430438794705,46034.40815825495,308.54776103190846,27116.347017859884,-56.06076243751027,0.00063,73403.24217470923
2022-07-14 08:50:00,385.0,32.6,21.111,33.68946251352757,33.90626984883732,32.30483190553756,32.386050195287126,39198.742085767946,262.88042152955273,27549.019355559656,-43.05635232961044,0.00063,66967.58551052754
2022-07-14 08:55:00,626.0,32.800000000000004,21.111,34.27021693769391,34.55367745536704,32.53960345524356,32.61519167462148,52898.244625405925,352.9190152433598,28126.81309246449,-37.19177206832081,0.00063,81340.78496104544
2022-07-14 09:00:00,560.0,32.9,21.111,34.45082985513432,34.75519432529232,32.77201972834163,32.827021936830064,55798.688578541,373.3487890623573,28698.810283431645,-14.686478468134816,0.00063,84856.16117256686
2022-07-14 09:05:00,539.0,33.1,21.111,34.6045684806126,34.90041381446658,32.99311728003673,33.04531419739494,54134.20938270447,362.324479046863,29242.951090843784,-11.005250449053088,0.00063,83728.47970214605
2022-07-14 09:10:00,717.0,33.2,21.111,35.13118943790999,35.50625016808093,33.26491440352663,33.28976817541259,69483.98476812473,464.1215724892861,29911.86806931874,18.06540648044884,0.00063,99878.03981641322
2022-07-14 09:15:00,783.0,33.300000000000004,21.111,35.56977854072284,36.01288537982719,33.56915150011119,33.56148255606351,81666.38365694764,545.9549210640544,30660.62271680823,52.62208618057068,0.00063,112925.5833810005
2022-07-14 09:20:00,795.0,33.4,21.111,35.87460885386756,36.35998879164018,33.88190016721551,33.84057416289474,89036.15592227294,595.683274754993,31430.32509899428,88.66339658676688,0.00063,121150.82769260897
2022-07-14 09:25:00,805.0,33.6,21.111,36.159797063535294,36.662515738807336,34.19448781385782,34.13567678975948,92101.21838936218,616.3163216812686,32199.631195452414,107.80233534511174,0.00063,125024.96824184098
2022-07-14 09:30:00,817.0,33.7,21.111,36.41741945465599,36.951452446220664,34.5072475669486,34.4150352394929,97772.45478323898,654.3389104529759,32969.36086124055,143.89734658094187,0.00063,131540.05190151345
2022-07-14 09:35:00,828.0,33.800000000000004,21.111,36.65771888606931,37.219720176446245,34.81752558552728,34.69215682545009,102820.4129814,688.2019686035512,33732.98275690258,179.5421999164547,0.00063,137421.13990682262
2022-07-14 09:40:00,839.0,34.0,21.111,36.92109837486224,37.49554601259466,35.12451242387132,34.982580958194276,105100.8000565622,703.4615474625974,34488.5047642733,197.73961460331688,0.00063,140490.5059829014
2022-07-14 09:45:00,849.0,34.1,21.111,37.16516513156114,37.76813177176943,35.430207197819385,35.25601369416151,110284.30620647833,738.1935878310121,35240.846885850326,232.6421049108663,0.00063,146495.98878507054
2022-07-14 09:50:00,860.0,34.2,21.111,37.398577319141026,38.02806136074258,35.733139627220986,35.52696251470812,115084.46212474768,770.3786358145757,35986.39063096256,267.04471938234866,0.00063,152108.27611090714
2022-07-14 09:55:00,870.0,34.300000000000004,21.111,37.6252523467769,38.279871283445736,36.032580526480004,35.79498094055669,119642.21576505255,800.9296406533485,36723.34140877905,300.85760624574743,0.00063,157467.34442073072
2022-07-14 10:00:00,880.0,34.5,21.111,37.87857786388155,38.543606769596195,36.328389006273746,36.07601055035568,121560.86203844083,813.756095677583,37451.35247810241,317.16441911392656,0.00063,160143.13503133474
2022-07-14 10:05:00,889.0,34.6,21.111,38.11377538411409,38.8055536218313,36.622786990585325,36.339947084399334,126425.25403029656,846.3471080314554,38175.89219215916,350.15584520544047,0.00063,165797.6491756926
2022-07-14 10:10:00,898.0,34.7,21.111,38.33664735295582,39.05288099081162,36.9140670391043,36.601102926545934,130846.17403111643,875.9960208459545,38892.758387958296,382.58767064576193,0.00063,170997.51611056647
2022-07-14 10:15:00,907.0,34.800000000000004,21.111,38.55414293305947,39.29367891906766,37.20174205489853,36.85923073319036,135073.65215313775,904.3309156331071,39600.75227647698,414.4101187434724,0.00063,175993.14546399133
2022-07-14 10:20:00,916.0,34.9,21.111,38.768676622339285,39.53089652498052,37.48575481642657,37.11428020293076,139194.56176725065,931.9452880506866,40299.7330303948,445.61306658734236,0.00063,180871.85315228347
2022-07-14 10:25:00,924.0,35.0,21.111,38.979037050334114,39.76313140900408,37.765875666936054,37.366059833502014,143165.3178967454,958.5569120455034,40989.13544394757,476.15797528265296,0.00063,185589.16822802112
2022-07-14 10:30:00,931.0,35.1,21.111,39.184723607879256,39.98977514519344,38.04182282002725,37.61433322407437,146967.90867862618,984.0433448703676,41668.26601565646,505.997270318032,0.00063,190126.21530947104
2022-07-14 10:35:00,938.0,35.2,21.111,39.387538382028495,40.21295562795168,38.31361694513186,37.85911495625921,150667.17300799978,1008.8328148719307,42337.175614837615,535.1338861714908,0.00063,194548.31532388084
2022-07-14 10:40:00,945.0,35.2,21.111,39.5580657953041,40.41740600957819,38.58137799420117,38.08444128559812,156802.7306876306,1049.9774547422387,42996.1594539487,580.4797084692666,0.00063,201429.3473047908
2022-07-14 10:45:00,951.0,35.300000000000004,21.111,39.7383801408262,40.613689968928185,38.84246381099821,38.32006682538291,159692.43205579804,1069.3541308884355,43638.71495068129,607.7736853612022,0.00063,205008.27482272897
2022-07-14 10:50:00,955.0,35.4,21.111,39.921587894061844,40.81331125406169,39.09803896279071,38.551223968360965,162686.2379170568,1089.402427534433,44267.70820901747,634.1684192390251,0.00063,208677.51697284772
2022-07-14 10:55:00,961.0,35.5,21.111,40.10844253128329,41.01728908345659,39.34926899083644,38.7787191365462,165811.25826527653,1110.327457416573,44886.00773001581,659.8261985909315,0.00063,212467.41965129983
2022-07-14 11:00:00,967.0,35.6,21.111,40.295364158173,41.221394251078955,39.59665125810979,39.002974745430606,168938.68889443402,1131.278113494512,45494.837568345276,684.8320324697563,0.00063,216249.63660874357
2022-07-14 11:05:00,972.0,35.7,21.111,40.479146764578125,41.421782609432825,39.840138021353546,39.22395575184386,171953.1779098606,1151.4807798763575,46094.08022358887,709.1788686087762,0.00063,219907.9177819346
